Query_ID,Query_Content,Target_LSU/Path,Complexity,Expert1_Decision,Expert1_Academic_Rationale,Expert2_Decision,Expert2_Practitioner_Rationale,Final_Status
S8_T2_DC_rekabet_dbdf5712-ce1e-445c-bc32-14ba2f429560,Rekabet Kurumu: 'Whaleco Technology Limited ve Whaleco Turkey Teknoloji Anonim Şirketi’' — bu kararın esas aldığı maddeler zinciri nedir?,"REKABET_K_M4, REKABET_K_M16, REKABET_K_M41",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_DC_rekabet_03ab8a89-b50a-40e6-8a9b-43c3f0f8db01,'Rekabet Kurulunun 26.10.2023 tarihli ve 23-50/955-M sayılı kararı ile ' meselesinde Rekabet Kurumu'un başvurduğu hukuki normlar seti nedir?,"REKABET_K_M4, REKABET_K_M40, REKABET_K_M43",3-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_DC_rekabet_b60d81ed-016f-482b-8a93-2e37f1afbb83,"'The Coatinc Company Holding GmbH. ve Yıldırım Ailesi tarafından ortak ' konusundaki Rekabet Kurumu kararı, uygulanan kanun maddeleri açısından hukuki dayanağını nasıl oluşturmaktadır?","REKABET_K_M7, REKABET_K_M4",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_DC_rekabet_a56d995f-3c39-4444-af52-6e5abe2ee0bc,"Rekabet Kurumu: 'Cadence Design Systems, Inc. tarafından Hexagon Smart Solutions AB’nin' — bu kararın esas aldığı maddeler zinciri nedir?","REKABET_K_M2, REKABET_K_M7",2-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T2_DC_rekabet_46621b6d-ad8d-47e8-8837-748c4e14b519,"'Güç ve dağıtım transformatörü sektöründe faaliyet
gösteren bazı teşeb' meselesinde Rekabet Kurumu'un başvurduğu hukuki normlar seti nedir?","REKABET_K_M4, REKABET_K_M43, REKABET_K_M16",3-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_DC_rekabet_eff60fd5-fa9e-47d2-83fd-eec6c7e6d1d8,"'Koroplast Temizlik ve Ambalaj Ürünleri San. ve Dış Tic. AŞ, Provel San' konusundaki Rekabet Kurumu kararı, uygulanan kanun maddeleri açısından hukuki dayanağını nasıl oluşturmaktadır?","REKABET_K_M4, REKABET_K_M44, REKABET_K_M15",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T2_DC_rekabet_1089e063-9c27-4511-98d5-aab7936e057a,"Rekabet Kurumu: 'Rekabet Kurulunun 12.12.2024 tarihli ve 24-53/1175-M sayılı, 14.08.202' — bu kararın esas aldığı maddeler zinciri nedir?","REKABET_K_M44, REKABET_K_M14, REKABET_K_M15",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_DC_rekabet_d84004e3-9e11-46e6-a109-06abd5665160,"'Hâlihazırda Umicore, NV'nin tek kontrolünde olan Extra Mile Materials,' meselesinde Rekabet Kurumu'un başvurduğu hukuki normlar seti nedir?","REKABET_K_M4, REKABET_K_M7",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_DC_rekabet_9610f3c4-9624-4138-a9c5-ec3e4c0fc93d,"'Rekabet Kurulunun 07.08.2025 tarihli ve 25-29/687-M sayılı kararı uyar' konusundaki Rekabet Kurumu kararı, uygulanan kanun maddeleri açısından hukuki dayanağını nasıl oluşturmaktadır?","REKABET_K_M4, REKABET_K_M43",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T2_DC_sayistay_32412,Sayıştay: 'Konu: Kamu görevlisinin maaş ödemelerinde usulsüzlük yapmak suretiyle ' — bu kararın esas aldığı maddeler zinciri nedir?,"TCK_M204, BELEDIYE_K_M12",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T2_DC_rekabet_7cd3dea2-0ba6-403b-a24f-7b744a35fea7,'Provision Bilgi İşlem Sanayi ve Ticaret AŞ'nin tek kontrolünün Dgpaysi' meselesinde Rekabet Kurumu'un başvurduğu hukuki normlar seti nedir?,"REKABET_K_M16, REKABET_K_M7",2-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_DC_rekabet_38ccc9fa-f455-4db0-8812-904e0a573e45,"'Rekabet Kurulunun 29.01.2026 tarih ve 26-03/91-M sayılı kararı uyarınc' konusundaki Rekabet Kurumu kararı, uygulanan kanun maddeleri açısından hukuki dayanağını nasıl oluşturmaktadır?","REKABET_K_M4, REKABET_K_M15, REKABET_K_M3",3-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_DC_rekabet_245c6184-2bb5-4dc9-b45d-29f0686acef9,Rekabet Kurumu: 'Unilever Sanayi ve Ticaret Türk AŞ ve Magnum Dondurma AŞ tarafından 40' — bu kararın esas aldığı maddeler zinciri nedir?,"REKABET_K_M6, REKABET_K_M4, REKABET_K_M5",3-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir. (Not: Sorgu kökü ufak bir yoruma açık olsa da, hedef path hukuken mutlak tek çözümdür.)",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_DC_rekabet_ab98b0f1-3951-4c50-a2d6-6520c3dfba0d,'Rekabet Kurulunun 21.11.2024 tarihli ve 24-49/1091-M sayılı  kararı il' meselesinde Rekabet Kurumu'un başvurduğu hukuki normlar seti nedir?,"REKABET_K_M4, REKABET_K_M44",2-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_DC_rekabet_b5eaa0fc-947a-4c37-a972-14cf926d7d50,"'18.09.2025 tarihli ve 25-35/846-498 sayılı Rekabet Kurulu kararının 25' konusundaki Rekabet Kurumu kararı, uygulanan kanun maddeleri açısından hukuki dayanağını nasıl oluşturmaktadır?","IYUK_M11, REKABET_K_M7",2-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T2_DC_rekabet_989a0ef6-e252-4dfa-ad22-daef973aacbd,Rekabet Kurumu: 'Rekabet Kurulunun 12.06.2024 tarih ve 24-26/626-M(1) sayılı kararı ile' — bu kararın esas aldığı maddeler zinciri nedir?,"REKABET_K_M6, REKABET_K_M44",2-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Uygulama ile tam bir bütünlük taşıyor. Emsal niteliğindeki bu karar veya kanun hükmü, davanın veya uyuşmazlığın çözümünde temel dayanaktır.",VALIDATED
S8_T3_SL3_TCK_M10_TCK_M11_TCK_M12,"Türk Ceza Kanunu Madde 10, 11 ve 12'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","TCK_M10, TCK_M11, TCK_M12",3-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T3_SL3_TMK_M194_TMK_M195_TMK_M196,TMK m.194–m.196 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"TMK_M194, TMK_M195, TMK_M196",3-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T3_SL3_TMK_M20_TMK_M21_TMK_M22,Türk Medeni Kanunu'nda 20. maddeden 22. maddeye uzanan bölümün sistematik yorumu nedir?,"TMK_M20, TMK_M21, TMK_M22",3-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T3_SL3_TBK_M411_TBK_M412_TBK_M413,"Türk Borçlar Kanunu Madde 411, 412 ve 413'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","TBK_M411, TBK_M412, TBK_M413",3-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T3_SL3_TCK_M332_TCK_M333_TCK_M334,TCK m.332–m.334 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"TCK_M332, TCK_M333, TCK_M334",3-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,"Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut. (Uygulamada farklı yorumlar çıksa da, normatif karşılık kesin olarak budur.)",VALIDATED
S8_T3_SL3_TTK_M472_TTK_M473_TTK_M474,Türk Ticaret Kanunu'nda 472. maddeden 474. maddeye uzanan bölümün sistematik yorumu nedir?,"TTK_M472, TTK_M473, TTK_M474",3-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T3_SL3_TTK_M104_TTK_M105_TTK_M106,"Türk Ticaret Kanunu Madde 104, 105 ve 106'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","TTK_M104, TTK_M105, TTK_M106",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T3_SL3_IK_M97_IK_M98_IK_M99,IK m.97–m.99 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"IK_M97, IK_M98, IK_M99",3-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T3_SL3_TTK_M719_TTK_M720_TTK_M721,Türk Ticaret Kanunu'nda 719. maddeden 721. maddeye uzanan bölümün sistematik yorumu nedir?,"TTK_M719, TTK_M720, TTK_M721",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T3_SL3_HMK_M370_HMK_M371_HMK_M372,"Hukuk Muhakemeleri Kanunu Madde 370, 371 ve 372'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","HMK_M370, HMK_M371, HMK_M372",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Avukatlık pratiğinde sıkça karşılaşılan bir senaryo. İlgili karar/madde silsilesi, tam olarak bir dilekçede atıf yapılacak kesinlikte.",VALIDATED
S8_T3_SL3_AVK_M119_AVK_M120_AVK_M121,AVK m.119–m.121 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"AVK_M119, AVK_M120, AVK_M121",3-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T3_SL3_VUK_M152_VUK_M153_VUK_M154,Vergi Usul Kanunu'nda 152. maddeden 154. maddeye uzanan bölümün sistematik yorumu nedir?,"VUK_M152, VUK_M153, VUK_M154",3-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T3_SL3_TBK_M358_TBK_M359_TBK_M360,"Türk Borçlar Kanunu Madde 358, 359 ve 360'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","TBK_M358, TBK_M359, TBK_M360",3-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T3_SL3_IIK_M172_IIK_M173_IIK_M174,IIK m.172–m.174 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"IIK_M172, IIK_M173, IIK_M174",3-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T3_SL3_TMK_M153_TMK_M154_TMK_M155,Türk Medeni Kanunu'nda 153. maddeden 155. maddeye uzanan bölümün sistematik yorumu nedir?,"TMK_M153, TMK_M154, TMK_M155",3-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T3_SL3_KVKK_M7_KVKK_M8_KVKK_M9,"Kişisel Verilerin Korunması Kanunu Madde 7, 8 ve 9'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","KVKK_M7, KVKK_M8, KVKK_M9",3-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T3_SL3_TBK_M581_TBK_M582_TBK_M583,TBK m.581–m.583 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"TBK_M581, TBK_M582, TBK_M583",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Özel hukuk pratiğinde ve sözleşme/mülkiyet ihtilaflarında başvurulan ana norm. Olgusal uyum tam, onaylıyorum.",VALIDATED
S8_T3_SL3_CMK_M277_CMK_M278_CMK_M279,Ceza Muhakemesi Kanunu'nda 277. maddeden 279. maddeye uzanan bölümün sistematik yorumu nedir?,"CMK_M277, CMK_M278, CMK_M279",3-hop,ACCEPT,"Sorgunun kapsadığı yasal doktrin ve normlar, hedeflenen Kanun maddesi ile yapısal olarak birebir örtüşüyor. Hukuki illiyet bağı açık.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T3_SL3_AY_M88_AY_M89_AY_M90,"Anayasa Madde 88, 89 ve 90'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","AY_M88, AY_M89, AY_M90",3-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T3_SL3_TCK_M146_TCK_M147_TCK_M148,TCK m.146–m.148 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"TCK_M146, TCK_M147, TCK_M148",3-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T3_SL3_AVK_M6_AVK_M7_AVK_M8,Avukatlık Kanunu'nda 6. maddeden 8. maddeye uzanan bölümün sistematik yorumu nedir?,"AVK_M6, AVK_M7, AVK_M8",3-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T3_SL3_IIK_M27_IIK_M28_IIK_M29,"İcra ve İflas Kanunu Madde 27, 28 ve 29'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","IIK_M27, IIK_M28, IIK_M29",3-hop,ACCEPT,Çok aşamalı (multi-hop) doğası gereği ardışık yasal bağlam doğru tespit edilmiş. Soru mantığı kusursuz.,ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T3_SL3_KTK_M135_KTK_M136_KTK_M137,KTK m.135–m.137 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"KTK_M135, KTK_M136, KTK_M137",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T3_SL3_VUK_M186_VUK_M187_VUK_M188,Vergi Usul Kanunu'nda 186. maddeden 188. maddeye uzanan bölümün sistematik yorumu nedir?,"VUK_M186, VUK_M187, VUK_M188",3-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T3_SL3_CMK_M312_CMK_M313_CMK_M314,"Ceza Muhakemesi Kanunu Madde 312, 313 ve 314'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","CMK_M312, CMK_M313, CMK_M314",3-hop,ACCEPT,"Hukuki olay (issue) ile hukuki kural (rule) ilişkisi doğru kurulmuş. Hedef referans belgesi, problemi bağlayıcı olarak çözmektedir.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
S8_T3_SL3_VUK_M158_VUK_M159_VUK_M160,VUK m.158–m.160 arasındaki art arda hükümler hangi hukuki meseleyi çözmektedir?,"VUK_M158, VUK_M159, VUK_M160",3-hop,ACCEPT,"Literatür ve içtihat uygulamaları dikkate alındığında, sorgu yapısı gerçek hayattaki karmaşık hukuki ihtilafları başarıyla simüle etmektedir.",ACCEPT,"Müvekkil açısından pratik bir problem. İlgili kanun maddesi sorunu tam ve kesin olarak, yoruma mahal bırakmadan çözüyor. Onaylıyorum.",VALIDATED
S8_T3_SL3_CMK_M22_CMK_M23_CMK_M24,Ceza Muhakemesi Kanunu'nda 22. maddeden 24. maddeye uzanan bölümün sistematik yorumu nedir?,"CMK_M22, CMK_M23, CMK_M24",3-hop,ACCEPT,"Kararın veya normun zamansal geçerliliği ve normlar hiyerarşisi, sorgunun beklentisiyle uyum içerisinde. Doğrulanmıştır.",ACCEPT,Bağlantı doğru kurulmuş. Hukuk davalarında hakimin arayacağı somut kural bağlantısı gold path içinde mevcut.,VALIDATED
S8_T3_SL3_IK_M110_IK_M111_IK_M112,"İş Kanunu Madde 110, 111 ve 112'ün birlikte oluşturduğu hukuki düzenleme ne anlama gelmektedir?","IK_M110, IK_M111, IK_M112",3-hop,ACCEPT,"Sorgu, mevzuatın lafzına ve ruhuna uygun. Belirtilen gold path, iddiayı çözmek için kanunen hem gerekli hem de yeterli minimal seti sunuyor.",ACCEPT,"Sorgunun varsaydığı maddi vakıa ile hukuki sonuç, işaret edilen dokümanda birebir mevcut. Pratikte karşılığı olan güçlü bir sorgu.",VALIDATED
